Time,Occupant Number,INDOOR Ambient Temp.,INDOOR Relative Humidity,INDOOR Air Velocity,INDOOR Mean Radiant Temp.,Predicted Mean Vote (PMV)
735081.15625,1.0,24.498384,63.382,0.030988,24.498384,-0.303698
735081.166667,1.0,24.498384,63.747,0.030988,24.498384,-0.300992
735081.177083,1.0,24.498384,63.812,0.030988,24.498384,-0.30051
735081.1875,1.0,24.412071,63.964,0.030988,24.412071,-0.331198
735081.197917,1.0,24.498384,64.298,0.030988,24.498384,-0.296907
735081.208333,1.0,24.412071,64.302,0.030988,24.412071,-0.328705
735081.21875,1.0,24.412071,64.995,0.030988,24.412071,-0.323594
735081.229167,1.0,24.412071,64.403,0.030988,24.412071,-0.32796
735081.239583,1.0,24.066829,63.619,0.030988,24.066829,-0.460027
735081.25,1.0,24.066829,62.19,0.030988,24.066829,-0.470351
735081.260417,1.0,23.807896,60.962,0.030988,23.807896,-0.574154
735081.270833,1.0,23.807896,59.958,0.030988,23.807896,-0.581295
735081.28125,1.0,23.721585,58.977,0.030988,23.721585,-0.619842
735081.291667,1.0,23.376341,58.18,0.030988,23.376341,-0.751637
735081.302083,1.0,23.376341,57.618,0.030988,23.376341,-0.755532
735081.3125,1.0,23.376341,57.504,0.030988,23.376341,-0.756322
735081.322917,1.0,23.203719,57.149,0.030988,23.203719,-0.821782
735081.333333,1.0,23.203719,56.836,0.030988,23.203719,-0.823928
735081.34375,1.0,23.031097,56.53,0.030988,23.031097,-0.88898
735081.354167,1.0,23.117408,56.137,0.030988,23.117408,-0.860185
735081.364583,1.0,23.117408,55.709,0.030988,23.117408,-0.863105
735081.375,1.0,23.203719,55.339,0.030988,23.203719,-0.834196
735081.385417,1.0,23.376341,55.571,0.030988,23.376341,-0.769718
735081.395833,1.0,23.376341,55.461,0.030988,23.376341,-0.77048
735081.40625,1.0,23.376341,55.003,0.030988,23.376341,-0.773655
735081.416667,1.0,23.462655,54.761,0.030988,23.462655,-0.743917
735081.427083,1.0,23.548963,54.295,0.030988,23.548963,-0.715767
735081.4375,1.0,23.635274,53.958,0.030988,23.635274,-0.686742
735081.447917,1.0,23.721585,53.585,0.030988,23.721585,-0.657997
735081.458333,1.0,23.635274,53.243,0.030988,23.635274,-0.691775
735081.46875,1.0,23.635274,52.835,0.030988,23.635274,-0.694647
735081.479167,1.0,23.635274,52.741,0.030988,23.635274,-0.695309
735081.489583,1.0,23.721585,52.461,0.030988,23.721585,-0.66595
735081.5,1.0,23.721585,52.149,0.030988,23.721585,-0.668158
735081.510417,1.0,23.635274,51.929,0.030988,23.635274,-0.701025
735081.520833,1.0,23.721585,51.806,0.030988,23.721585,-0.670585
735081.53125,1.0,23.635274,51.714,0.030988,23.635274,-0.702538
735081.541667,1.0,23.721585,51.339,0.030988,23.721585,-0.673889
735081.552083,1.0,23.635274,51.086,0.030988,23.635274,-0.706959
735081.5625,1.0,23.635274,51.212,0.030988,23.635274,-0.706072
735081.572917,1.0,23.721585,51.373,0.030988,23.721585,-0.673649
735081.583333,1.0,23.721585,51.475,0.030988,23.721585,-0.672927
735081.59375,1.0,23.721585,51.358,0.030988,23.721585,-0.673755
735081.604167,1.0,23.721585,51.077,0.030988,23.721585,-0.675743
735081.614583,1.0,23.721585,50.792,0.030988,23.721585,-0.67776
735081.625,1.0,23.807896,50.605,0.030988,23.807896,-0.647823
735081.635417,1.0,23.721585,50.304,0.030988,23.721585,-0.681213
735081.645833,1.0,23.807896,50.151,0.030988,23.807896,-0.651052
735081.65625,1.0,23.894207,49.932,0.030988,23.894207,-0.621375
735081.666667,1.0,23.894207,49.745,0.030988,23.894207,-0.622712
735081.677083,1.0,23.807896,49.617,0.030988,23.807896,-0.65485
735081.6875,1.0,23.894207,49.49,0.030988,23.894207,-0.624535
735081.697917,1.0,23.807896,49.331,0.030988,23.807896,-0.656885
735081.708333,1.0,23.721585,49.264,0.030988,23.721585,-0.688572
735081.71875,1.0,23.721585,49.325,0.030988,23.721585,-0.688141
735081.729167,1.0,23.721585,49.382,0.030988,23.721585,-0.687737
735081.739583,1.0,23.721585,49.694,0.030988,23.721585,-0.68553
735081.75,1.0,23.635274,49.91,0.030988,23.635274,-0.715237
735081.760417,1.0,23.635274,50.031,0.030988,23.635274,-0.714386
735081.770833,1.0,23.462655,49.989,0.030988,23.462655,-0.777161
735081.78125,1.0,23.376341,50.015,0.030988,23.376341,-0.808223
735081.791667,1.0,23.376341,50.037,0.030988,23.376341,-0.808071
735081.802083,1.0,23.203719,50.094,0.030988,23.203719,-0.870168
735081.8125,1.0,23.29003,50.12,0.030988,23.29003,-0.838742
735081.822917,1.0,23.203719,50.177,0.030988,23.203719,-0.869599
735081.833333,1.0,23.117408,50.234,0.030988,23.117408,-0.90046
735081.84375,1.0,23.203719,50.294,0.030988,23.203719,-0.868796
735081.854167,1.0,23.203719,50.382,0.030988,23.203719,-0.868193
735081.864583,1.0,23.031097,50.439,0.030988,23.031097,-0.930321
735081.875,1.0,23.031097,50.556,0.030988,23.031097,-0.929527
735081.885417,1.0,23.117408,50.781,0.030988,23.117408,-0.896728
735081.895833,1.0,23.29003,51.078,0.030988,23.29003,-0.832138
735081.90625,1.0,23.29003,51.852,0.030988,23.29003,-0.826801
735081.916667,1.0,23.462655,52.688,0.030988,23.462655,-0.758358
735081.927083,1.0,23.721585,53.487,0.030988,23.721585,-0.65869
735081.9375,1.0,23.721585,54.691,0.030988,23.721585,-0.65017
735081.947917,1.0,23.894207,55.358,0.030988,23.894207,-0.582579
735081.958333,1.0,23.980518,55.805,0.030988,23.980518,-0.547931
735081.96875,1.0,24.066829,56.31,0.030988,24.066829,-0.512831
735081.979167,1.0,24.066829,56.819,0.030988,24.066829,-0.509154
735081.989583,1.0,24.066829,57.292,0.030988,24.066829,-0.505737
735082.0,1.0,24.066829,57.733,0.030988,24.066829,-0.502551
735082.010417,1.0,24.066829,58.174,0.030988,24.066829,-0.499365
735082.020833,1.0,24.066829,58.735,0.030988,24.066829,-0.495312
735082.03125,1.0,24.066829,59.205,0.030988,24.066829,-0.491916
735082.041667,1.0,24.066829,59.61,0.030988,24.066829,-0.48899
735082.052083,1.0,24.066829,59.925,0.030988,24.066829,-0.486715
735082.0625,1.0,24.066829,60.083,0.030988,24.066829,-0.485573
735082.072917,1.0,24.325762,60.333,0.030988,24.325762,-0.389654
735082.083333,1.0,24.412071,60.613,0.030988,24.412071,-0.355914
735082.09375,1.0,24.412071,60.894,0.030988,24.412071,-0.353841
735082.104167,1.0,24.412071,61.204,0.030988,24.412071,-0.351555
735082.114583,1.0,24.412071,61.392,0.030988,24.412071,-0.350168
735082.125,1.0,24.412071,61.852,0.030988,24.412071,-0.346776
735082.135417,1.0,24.412071,62.226,0.030988,24.412071,-0.344017
735082.145833,1.0,24.412071,62.593,0.030988,24.412071,-0.34131
735082.15625,1.0,24.412071,62.933,0.030988,24.412071,-0.338803
735082.166667,1.0,24.412071,63.333,0.030988,24.412071,-0.335852
735082.177083,1.0,24.498384,63.576,0.030988,24.498384,-0.302259
735082.1875,1.0,24.498384,63.729,0.030988,24.498384,-0.301125
735082.197917,1.0,24.412071,64.124,0.030988,24.412071,-0.330018
735082.208333,1.0,24.498384,64.124,0.030988,24.498384,-0.298197
735082.21875,1.0,24.412071,64.908,0.030988,24.412071,-0.324236
735082.229167,1.0,24.412071,64.563,0.030988,24.412071,-0.32678
735082.239583,1.0,23.980518,63.775,0.030988,23.980518,-0.490649
735082.25,1.0,24.066829,62.347,0.030988,24.066829,-0.469217
735082.260417,1.0,23.980518,61.215,0.030988,23.980518,-0.509049
735082.270833,1.0,23.721585,60.268,0.030988,23.721585,-0.610707
735082.28125,1.0,23.721585,59.262,0.030988,23.721585,-0.617826
735082.291667,1.0,23.376341,58.5,0.030988,23.376341,-0.749419
735082.302083,1.0,23.29003,57.764,0.030988,23.29003,-0.786042
735082.3125,1.0,23.203719,57.426,0.030988,23.203719,-0.819882
735082.322917,1.0,23.203719,57.315,0.030988,23.203719,-0.820643
735082.333333,1.0,23.203719,57.129,0.030988,23.203719,-0.821919
735082.34375,1.0,22.944786,56.61,0.030988,22.944786,-0.919915
735082.354167,1.0,23.031097,56.337,0.030988,23.031097,-0.89029
735082.364583,1.0,23.203719,56.158,0.030988,23.203719,-0.828578
735082.375,1.0,23.117408,55.792,0.030988,23.117408,-0.862539
735082.385417,1.0,23.203719,55.585,0.030988,23.203719,-0.832508
735082.395833,1.0,23.376341,55.405,0.030988,23.376341,-0.770869
735082.40625,1.0,23.29003,55.166,0.030988,23.29003,-0.803954
735082.416667,1.0,23.376341,54.861,0.030988,23.376341,-0.774639
735082.427083,1.0,23.376341,54.549,0.030988,23.376341,-0.776801
735082.4375,1.0,23.376341,54.208,0.030988,23.376341,-0.779164
735082.447917,1.0,23.29003,54.09,0.030988,23.29003,-0.811372
735082.458333,1.0,23.548963,53.839,0.030988,23.548963,-0.71896
735082.46875,1.0,23.548963,53.589,0.030988,23.548963,-0.720711
735082.479167,1.0,23.635274,53.372,0.030988,23.635274,-0.690867
735082.489583,1.0,23.635274,53.156,0.030988,23.635274,-0.692387
735082.5,1.0,23.548963,52.81,0.030988,23.548963,-0.726166
735082.510417,1.0,23.548963,52.656,0.030988,23.548963,-0.727244
735082.520833,1.0,23.721585,52.6,0.030988,23.721585,-0.664966
735082.53125,1.0,23.635274,52.481,0.030988,23.635274,-0.697139
735082.541667,1.0,23.635274,52.166,0.030988,23.635274,-0.699356
