Time,Occupant Number,INDOOR Ambient Temp.,INDOOR Relative Humidity,INDOOR Air Velocity,INDOOR Mean Radiant Temp.,Predicted Mean Vote (PMV)
735081.041667,1.0,24.066829,61.124,0.030988,24.066829,-0.478052
735081.052083,1.0,24.15314,61.461,0.030988,24.15314,-0.443954
735081.0625,1.0,24.325762,61.679,0.030988,24.325762,-0.379778
735081.072917,1.0,24.325762,61.928,0.030988,24.325762,-0.377951
735081.083333,1.0,24.412071,62.207,0.030988,24.412071,-0.344157
735081.09375,1.0,24.412071,62.36,0.030988,24.412071,-0.343029
735081.104167,1.0,24.412071,62.516,0.030988,24.412071,-0.341878
735081.114583,1.0,24.412071,62.703,0.030988,24.412071,-0.340499
735081.125,1.0,24.412071,62.978,0.030988,24.412071,-0.338471
735081.135417,1.0,24.498384,63.195,0.030988,24.498384,-0.305084
735081.145833,1.0,24.412071,63.347,0.030988,24.412071,-0.335749
